filename,lon_std,lat_std
244660439_19_43923_45924_3_60000.npy,0.0,0.0
265866000_10_23238_25239_4_40000.npy,0.0,0.0
244690612_6_14511_16512_1_60000.npy,0.0,0.0
244020560_4_8442_10443_4_60000.npy,0.0,0.0
245766000_4_9579_11580_2_100000.npy,0.0,0.0
211621310_2_5102_7103_4_40000.npy,0.0,0.0
205273990_30_67481_69482_3_100000.npy,0.0,0.0
244010489_7_15483_17484_0_100000.npy,0.0,0.0
244830808_14_42265_44266_3_40000.npy,0.0,0.0
244740662_4_10849_12850_4_80000.npy,0.0,0.0
244700896_23_57517_59518_1_60000.npy,0.0,0.0
366939080_13_37251_39252_3_40000.npy,0.0,0.0
211318730_2_4636_6637_2_40000.npy,0.0,0.0
229818000_15_48616_50617_4_40000.npy,0.0,0.0
245370000_2_4657_6658_2_80000.npy,0.00018999999999991246,7.599999999996498e-05
244660158_12_29109_31110_3_60000.npy,0.0,0.0
367003580_0_396_2397_2_40000.npy,0.0,0.0
244670159_11_27502_29503_1_40000.npy,0.0,0.0
244740800_14_44318_46319_4_40000.npy,0.0,0.0
244225000_3_10256_12257_2_60000.npy,0.0,0.0
244780746_25_55797_57798_4_80000.npy,0.0,0.0
244790086_33_76879_78880_4_80000.npy,0.0,0.0
244010025_24_63849_65850_4_60000.npy,0.0,0.0
269057155_7_16990_18991_4_60000.npy,0.0,0.0
244780111_9_21886_23887_4_40000.npy,0.0,0.0
246516000_2_4491_6492_2_80000.npy,0.0,0.0
246299000_7_25428_27429_2_40000.npy,0.0,0.0
207290000_8_18031_20032_3_60000.npy,0.0,0.0
367581490_24_55139_57140_3_60000.npy,0.0,0.0
244700780_12_33875_35876_4_40000.npy,0.0,0.0
245378000_15_37454_39455_2_40000.npy,0.0,0.0
367735750_4_9290_11291_3_60000.npy,0.0,0.0
244690316_38_83945_85946_0_100000.npy,0.0,0.0
244670126_1_2359_4360_0_60000.npy,0.0,0.0
244700271_16_39364_41365_3_60000.npy,-9.999999999621423e-06,0.0
244700896_25_62255_64256_1_60000.npy,0.0,0.0
244780636_13_31519_33520_4_80000.npy,0.0,0.0
244660114_7_16213_18214_1_80000.npy,0.0,0.0
244870492_0_288_2289_1_80000.npy,0.0,0.0
244750019_16_44141_46142_1_60000.npy,9.999999999621423e-06,0.0
367688280_30_66359_68360_3_100000.npy,0.0,0.0
205356490_4_10568_12569_4_40000.npy,0.0,0.0
244790570_17_39464_41465_4_60000.npy,0.0,0.0
366979330_8_17693_19694_3_40000.npy,0.0,0.0
367622960_11_24135_26136_3_100000.npy,0.0,0.0
244700972_11_24885_26886_0_60000.npy,0.0,0.0
244620934_7_16302_18303_1_80000.npy,0.0,0.0
247214900_0_162_2163_3_60000.npy,0.0,0.0
244012000_22_47034_49035_2_100000.npy,0.0,0.0
367000140_3_8653_10654_4_40000.npy,0.0,0.0
367528070_4_11009_13010_2_60000.npy,0.0,0.0
244700388_23_49579_51580_4_100000.npy,0.0,0.0
235092964_13_35690_37691_1_40000.npy,0.0,0.0
211331920_13_39002_41003_3_40000.npy,0.0,0.0
367508330_35_82208_84209_2_80000.npy,0.0,0.0
245562000_40_91150_93151_2_100000.npy,0.0,0.0
244690712_15_37476_39477_4_60000.npy,0.0,0.0
367003810_33_86211_88212_3_80000.npy,0.0,0.0
244700892_16_35711_37712_4_60000.npy,0.0,0.0
244740400_31_71888_73889_4_80000.npy,0.0,0.0
247106200_13_42038_44039_0_40000.npy,0.0,0.0
211519100_11_27650_29651_1_60000.npy,0.0,0.0
244650807_18_40213_42214_1_100000.npy,0.0,0.0
245498000_35_76729_78730_2_100000.npy,0.0,0.0
245553000_18_39558_41559_2_80000.npy,0.0,0.0
244710825_15_36236_38237_2_100000.npy,0.0,0.0
244740358_1_4571_6572_0_40000.npy,0.0,0.0
244615976_9_22068_24069_0_40000.npy,0.0,0.0
205356690_22_46937_48938_3_100000.npy,0.0,0.0
367505050_23_51627_53628_2_100000.npy,0.0,0.0
367599280_32_76642_78643_2_80000.npy,0.0,0.0
246003000_29_64917_66918_0_100000.npy,0.0,0.0
245612000_16_39009_41010_2_40000.npy,0.0,0.0
244750685_28_66736_68737_4_100000.npy,0.0,0.0
244660461_7_18731_20732_0_60000.npy,0.0,0.0
244710804_5_11837_13838_4_40000.npy,0.0,0.0
244245000_8_29821_31822_2_40000.npy,0.0,0.0
244780656_13_30698_32699_4_80000.npy,0.0,0.0
244050849_7_15377_17378_2_80000.npy,0.0,0.0
244620839_20_47944_49945_0_100000.npy,0.0,0.0
244010219_16_37474_39475_0_80000.npy,0.0,0.0
232004686_0_907_2908_4_40000.npy,0.0,0.0
244770082_2_5274_7275_4_100000.npy,0.0,0.0
205382590_33_80061_82062_0_80000.npy,0.0,0.0
366998820_7_19079_21080_3_40000.npy,0.0,0.0
244660667_16_39127_41128_0_40000.npy,0.0,0.0
244650986_2_4563_6564_4_40000.npy,0.0,0.0
245451000_15_39114_41115_0_40000.npy,0.0,0.0
367000140_9_24965_26966_4_40000.npy,0.0,0.0
205337590_37_82471_84472_3_100000.npy,0.0,0.0
244790535_2_4640_6641_1_80000.npy,0.0,0.0
249239000_15_45370_47371_0_40000.npy,0.0,0.0
246822000_17_37929_39930_0_40000.npy,0.0,0.0
244690747_28_65875_67876_0_100000.npy,0.0,0.0
205502390_30_62738_64739_1_100000.npy,0.0,0.0
244670139_23_54574_56575_4_60000.npy,0.0,0.0
205336000_9_25789_27790_2_40000.npy,0.0,0.0
205515890_25_65667_67668_0_80000.npy,0.0,0.0
244650836_12_37855_39856_1_40000.npy,0.0,0.0
367649360_23_56380_58381_3_80000.npy,0.0,0.0
205393790_7_15656_17657_1_80000.npy,0.0,0.0
269057297_16_40484_42485_1_40000.npy,0.0,0.0
205393190_31_69291_71292_1_100000.npy,0.0,0.0
244650489_0_627_2628_0_60000.npy,0.0,0.0
244615634_10_25125_27126_0_100000.npy,0.0,0.0
366935050_44_97661_99662_3_100000.npy,0.0,0.0
244100331_13_30016_32017_2_60000.npy,0.0,0.0
245451000_3_8210_10211_0_40000.npy,0.0,0.0
367579470_40_86013_88014_3_100000.npy,0.0,0.0
244700195_1_3500_5501_1_40000.npy,0.0,0.0
244660811_29_67906_69907_1_80000.npy,0.0,0.0
247331300_10_23214_25215_3_40000.npy,0.0,0.0
245473000_2_4907_6908_2_40000.npy,0.0,0.0
247106200_15_46275_48276_0_40000.npy,0.0,0.0
244710805_20_43928_45929_4_60000.npy,0.0,0.0
244670362_19_43485_45486_2_100000.npy,-0.00011019999999994923,0.0
244870156_3_8820_10821_4_60000.npy,0.0,0.0
244660482_24_60496_62497_1_60000.npy,0.0,0.0
367579920_13_36035_38036_2_60000.npy,0.0,0.0
237111800_8_18514_20515_0_40000.npy,0.0,0.0
244780850_17_47213_49214_0_40000.npy,0.0,0.0
244660253_13_33228_35229_0_60000.npy,0.0,0.0
245458000_21_57608_59609_2_60000.npy,0.0,0.0
230652000_7_17648_19649_0_60000.npy,0.0,0.0
244660057_15_49213_51214_1_40000.npy,0.0,0.0
211815000_19_46451_48452_2_60000.npy,0.0,0.0
219592000_1_2574_4575_4_40000.npy,0.0,0.0
205273990_15_33890_35891_3_100000.npy,0.0,0.0
205509390_20_52338_54339_1_80000.npy,0.0,0.0
311000343_5_11276_13277_4_40000.npy,0.0,0.0
244616000_39_89045_91046_3_100000.npy,0.0,0.0
244020943_13_33343_35344_3_80000.npy,0.0,0.0
244660671_13_34874_36875_0_40000.npy,0.0,0.0
205393790_28_62697_64698_1_80000.npy,0.0,0.0
205337590_9_21087_23088_3_100000.npy,0.0,0.0
269057261_35_76645_78646_0_80000.npy,0.0,0.0
244670998_8_19883_21884_3_40000.npy,0.0,0.0
244670401_34_74132_76133_0_100000.npy,0.0,0.0
205382590_27_65639_67640_0_80000.npy,0.0,0.0
245105000_12_31002_33003_3_40000.npy,0.0,0.0
244660449_21_54350_56351_0_60000.npy,0.0,0.0
244509000_35_81682_83683_3_100000.npy,0.0,0.0
244670929_23_57399_59400_2_100000.npy,0.0,0.0
211718140_19_53837_55838_4_60000.npy,0.0,0.0
244660212_7_18736_20737_0_60000.npy,0.0,0.0
244670538_9_22385_24386_1_40000.npy,0.0,0.0
269057155_26_61206_63207_4_60000.npy,0.0,0.0
244572000_26_59745_61746_2_60000.npy,0.0,0.0
205258000_11_39373_41374_2_40000.npy,0.0,0.0
244402000_2_4642_6643_0_40000.npy,0.00312490000000043,6.099999999520378e-05
367557410_11_30508_32509_3_40000.npy,0.0,0.0
235001318_22_47362_49363_2_60000.npy,0.0,0.0
244700884_0_335_2336_1_80000.npy,0.0,0.0
244710825_20_48584_50585_2_100000.npy,0.0,0.0
244010219_34_82430_84431_0_80000.npy,0.0,0.0
304010658_3_8525_10526_0_40000.npy,0.0,0.0
244750146_17_46964_48965_4_40000.npy,0.0,0.0
366995580_37_96550_98551_3_80000.npy,0.0,0.0
235067451_9_22814_24815_3_40000.npy,0.0,0.0
244780549_33_77735_79736_4_80000.npy,0.0,0.0
244670478_27_60303_62304_0_60000.npy,0.0,0.0
367017960_6_20791_22792_2_40000.npy,0.0,0.0
244690403_19_41058_43059_1_100000.npy,0.0,0.0
211649550_1_2265_4266_2_80000.npy,0.0,0.0
244690882_32_70075_72076_4_80000.npy,0.0,0.0
244670578_11_25090_27091_4_100000.npy,0.0,0.0
244690990_18_40148_42149_0_100000.npy,0.0,0.0
211510290_12_32993_34994_2_40000.npy,0.0,0.0
245224000_24_60651_62652_2_60000.npy,0.0,0.0
238975610_16_37158_39159_2_40000.npy,0.0,0.0
244660653_1_2268_4269_0_100000.npy,0.0,0.0
244660627_33_72719_74720_0_100000.npy,0.0,0.0
244750986_5_12596_14597_1_60000.npy,0.0,0.0
244660653_44_102603_104604_0_100000.npy,0.0,0.0
244620196_36_83312_85313_1_100000.npy,0.0,0.0
205507090_8_28446_30447_3_40000.npy,0.0,0.0
211474990_16_33943_35944_4_60000.npy,0.0,0.0
244780955_21_55279_57280_1_100000.npy,0.0,0.0
244730432_42_99307_101308_3_100000.npy,0.0,0.0
235103595_7_19258_21259_0_40000.npy,0.0,0.0
276786000_16_40580_42581_4_40000.npy,0.0,0.0
366996590_18_41962_43963_3_80000.npy,0.0,0.0
224232000_14_34079_36080_3_100000.npy,0.0,0.0
244650974_9_20298_22299_4_40000.npy,0.0,0.0
244870324_6_13236_15237_3_40000.npy,0.0,0.0
244820369_21_45247_47248_1_100000.npy,0.0,0.0
244810184_36_84681_86682_4_100000.npy,0.0,0.0
244660216_36_92929_94930_0_80000.npy,0.0,0.0
244620396_37_91510_93511_3_80000.npy,0.0,0.0
244985000_6_14647_16648_0_80000.npy,0.0,0.0
367005260_11_27214_29215_3_80000.npy,0.0,9.00000000214618e-06
246178000_12_28546_30547_0_40000.npy,0.0,0.0
367110450_25_58544_60545_0_80000.npy,0.0,0.0
244650979_12_33795_35796_3_40000.npy,0.0,0.0
244616000_28_64627_66628_3_100000.npy,0.0,0.0
212008000_13_31808_33809_0_40000.npy,0.0,0.0
